Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
1,100001600.00,00,1E
2,100026850.00,00,80
3,100182100.00,00,1E
4,100207350.00,00,00
5,100550600.00,00,1E
6,100575850.00,00,40
7,100621100.00,00,1F
8,100647100.00,40,00
9,101304600.00,00,2A
10,101329850.00,00,07
11,101359100.00,00,28
12,101384350.00,00,14
13,101413600.00,00,06
14,101438850.00,00,40
15,101468100.00,00,0A
16,101493350.00,00,8B
17,101522600.00,00,0C
18,101547850.00,00,43
19,101593100.00,00,0F
20,101619100.00,00,00
21,101648600.00,00,3C
22,101673850.00,00,00
23,101718850.00,00,3A
24,101744100.00,00,34
25,101777600.00,00,3C
26,101802850.00,00,00
27,101832350.00,00,40
28,101857600.00,00,35
29,101888100.00,00,3C
30,101913350.00,00,21
31,101969850.00,00,3C
32,101995100.00,00,00
33,102024600.00,00,40
34,102049850.00,00,30
35,102080350.00,00,3C
36,102105600.00,00,21
37,102155850.00,00,3C
38,102181100.00,00,21
39,102210350.00,00,1E
40,102250350.00,00,6E
41,102279600.00,00,1C
42,102304850.00,00,CC
43,102404600.00,00,1D
44,102430600.00,CC,00
45,102462100.00,00,1C
46,102487350.00,00,CC
47,103263100.00,00,29
48,103289100.00,EE,00
49,141116100.00,00,29
50,141142100.00,EE,00
51,191145850.00,00,29
52,191171850.00,EE,00
53,241132850.00,00,29
54,241158850.00,EE,00
55,291162600.00,00,29
56,291188600.00,EE,00
57,341213100.00,00,29
58,341239100.00,EE,00
59,391203100.00,00,29
60,391229100.00,EE,00
61,441210850.00,00,29
62,441236850.00,EE,00
63,491241300.00,00,29
64,491267350.00,EE,00
65,541228300.00,00,29
66,541254300.00,DC,00
67,591383050.00,00,29
68,591409050.00,DC,00
69,616351300.00,00,29
70,616377300.00,DC,00
71,625949050.00,00,29
72,625975050.00,DC,00
73,635532300.00,00,29
74,635558300.00,DC,00
75,645037550.00,00,29
76,645063550.00,DC,00
77,654507050.00,00,29
78,654533050.00,DC,00
79,664059800.00,00,29
80,664085800.00,DC,00
81,673587800.00,00,29
82,673613800.00,FE,00
83,683129550.00,00,29
84,683155550.00,FE,00
85,692726300.00,00,29
86,692752300.00,EE,00
87,702254300.00,00,29
88,702280300.00,EE,00
89,711782300.00,00,29
90,711808300.00,EE,00
91,721310300.00,00,29
92,721336300.00,EE,00
93,730838300.00,00,29
94,730864300.00,EE,00
95,740380050.00,00,29
96,740406050.00,EE,00
97,749908300.00,00,29
98,749934300.00,EE,00
99,759436300.00,00,29
100,759462300.00,EE,00
101,768964300.00,00,29
102,768990300.00,EE,00
103,778492300.00,00,29
104,778518300.00,EE,00
105,788034050.00,00,29
106,788060050.00,EE,00
107,797562300.00,00,29
108,797588300.00,EE,00
109,807090300.00,00,29
110,807116300.00,EE,00
111,816618300.00,00,29
112,816644300.00,EE,00
113,826146300.00,00,29
114,826172300.00,EE,00
115,835674300.00,00,29
116,835700300.00,EE,00
117,845215800.00,00,29
118,845241800.00,EE,00
119,854743800.00,00,29
120,854769800.00,EE,00
121,864271800.00,00,29
122,864297800.00,EE,00
123,873799800.00,00,29
124,873825800.00,EE,00
125,883327800.00,00,29
126,883353800.00,EE,00
127,892869300.00,00,29
128,892895300.00,EE,00
129,902397300.00,00,29
130,902423300.00,EE,00
131,911925300.00,00,29
132,911951300.00,EE,00
133,921453300.00,00,29
134,921479300.00,EE,00
135,930981300.00,00,29
136,931007300.00,EE,00
137,940509300.00,00,29
138,940535300.00,EE,00
139,950050800.00,00,29
140,950076800.00,EE,00
141,959578800.00,00,29
142,959604800.00,EE,00
143,969106800.00,00,29
144,969132800.00,EE,00
145,978634800.00,00,29
146,978660800.00,EE,00
147,988162800.00,00,29
148,988188800.00,EE,00
149,997704300.00,00,29
150,997730300.00,EE,00
151,1007232300.00,00,29
152,1007258300.00,EE,00
153,1016760300.00,00,29
154,1016786300.00,EE,00
155,1026288300.00,00,29
156,1026314300.00,EE,00
157,1035816300.00,00,29
158,1035842300.00,EE,00
159,1045344050.00,00,29
160,1045370050.00,EE,00
161,1054885800.00,00,29
162,1054911800.00,EE,00
163,1064413800.00,00,29
164,1064439800.00,EE,00
165,1073941800.00,00,29
166,1073967800.00,EE,00
167,1083469800.00,00,29
168,1083495800.00,EE,00
169,1093030800.00,00,29
170,1093056800.00,EE,00
171,1102560050.00,00,29
172,1102586050.00,EE,00
173,1112143300.00,00,29
174,1112169300.00,EE,00
175,1121716800.00,00,29
176,1121742800.00,EE,00
177,1131269550.00,00,29
178,1131295550.00,EE,00
179,1140822300.00,00,29
180,1140848300.00,EE,00
181,1150375300.00,00,29
182,1150401300.00,EE,00
183,1159944550.00,00,29
184,1159970550.00,EE,00
185,1169483550.00,00,29
186,1169509550.00,EE,00
187,1179011550.00,00,29
188,1179037550.00,EE,00
189,1188539550.00,00,29
190,1188565550.00,EE,00
191,1198067800.00,00,29
192,1198093800.00,EE,00
193,1207609550.00,00,29
194,1207635550.00,EE,00
195,1217137550.00,00,29
196,1217163550.00,EE,00
197,1226665550.00,00,29
198,1226691550.00,EE,00
199,1236193550.00,00,29
200,1236219550.00,EE,00
201,1245721800.00,00,29
202,1245747800.00,EE,00
203,1255249800.00,00,29
204,1255275800.00,EE,00
205,1264791550.00,00,29
206,1264817550.00,EE,00
207,1274319500.00,00,29
208,1274345500.00,EE,00
209,1283847500.00,00,29
210,1283873500.00,EC,00
211,1293375250.00,00,29
212,1293401250.00,DC,00
213,1302903250.00,00,29
214,1302929250.00,DC,00
215,1312445000.00,00,29
216,1312471000.00,DC,00
217,1321973000.00,00,29
218,1321999000.00,DC,00
219,1331501000.00,00,29
220,1331527000.00,DC,00
221,1341029000.00,00,29
222,1341055000.00,DC,00
223,1341649250.00,00,09
224,1341675250.00,F0,00
225,1342019250.00,00,04
226,1342044500.00,00,59
227,1342079750.00,00,04
228,1342105000.00,00,3F
229,1342140250.00,00,04
230,1342165500.00,00,3F
231,1342200750.00,00,04
232,1342226000.00,00,23
233,1342260000.00,00,06
234,1342285250.00,00,50
235,1342316000.00,00,04
236,1342341250.00,00,23
237,1342370500.00,00,06
238,1342395750.00,00,60
239,1350968250.00,00,29
240,1350994250.00,DC,00
241,1360496250.00,00,29
242,1360522250.00,DC,00
243,1370038000.00,00,29
244,1370064000.00,DC,00
245,1377793750.00,00,0F
246,1377819750.00,84,00
247,1377868000.00,00,09
248,1377894000.00,36,00
249,1377949250.00,00,05
250,1377975250.00,92,00
251,1378030500.00,00,09
252,1378056500.00,16,00
253,1378109250.00,00,05
254,1378135250.00,66,00
255,1378190500.00,00,09
256,1378216500.00,12,00
257,1378269250.00,00,05
258,1378295250.00,7E,00
259,1378350500.00,00,09
260,1378376500.00,12,00
261,1378429250.00,00,05
262,1378455250.00,66,00
263,1378510500.00,00,09
264,1378536500.00,12,00
265,1378589250.00,00,05
266,1378615250.00,60,00
267,1378670500.00,00,09
268,1378696500.00,52,00
269,1378749500.00,00,05
270,1378775500.00,64,00
271,1378838250.00,00,09
272,1378864250.00,50,00
273,1378900250.00,00,06
274,1378925500.00,00,60
275,1379129750.00,00,2A
276,1379155000.00,00,0B
277,1379339000.00,00,09
278,1379365000.00,50,00
279,1379707000.00,00,04
280,1379732250.00,00,52
281,1379767500.00,00,04
282,1379792750.00,00,33
283,1379828000.00,00,04
284,1379853250.00,00,30
285,1379888500.00,00,04
286,1379913750.00,00,33
287,1379947750.00,00,06
288,1379973000.00,00,50
289,1380003750.00,00,04
290,1380029000.00,00,3F
291,1380058250.00,00,06
292,1380083500.00,00,60
293,1381157000.00,00,29
294,1381183000.00,DC,00
295,1390685000.00,00,29
296,1390711000.00,DC,00
297,1400220750.00,00,29
298,1400246750.00,DC,00
299,1409748750.00,00,29
300,1409774750.00,DC,00
301,1411922250.00,00,0F
302,1411948250.00,84,00
303,1411996500.00,00,09
304,1412022500.00,36,00
305,1412077750.00,00,05
306,1412103750.00,84,00
307,1412162000.00,00,09
308,1412188000.00,16,00
309,1412240750.00,00,05
310,1412266750.00,66,00
311,1412325000.00,00,09
312,1412351000.00,16,00
313,1412403750.00,00,05
314,1412429750.00,7E,00
315,1412488000.00,00,09
316,1412514000.00,16,00
317,1412566750.00,00,05
318,1412592750.00,66,00
319,1412651000.00,00,09
320,1412677000.00,16,00
321,1412729750.00,00,05
322,1412755750.00,60,00
323,1412814000.00,00,09
324,1412840000.00,16,00
325,1412892750.00,00,05
326,1412918750.00,AE,00
327,1412977000.00,00,09
328,1413003000.00,16,00
329,1413055750.00,00,05
330,1413081750.00,EE,00
331,1413140000.00,00,09
332,1413166000.00,16,00
333,1413218750.00,00,05
334,1413244750.00,8E,00
335,1413303000.00,00,09
336,1413329000.00,16,00
337,1413381750.00,00,05
338,1413407750.00,CE,00
339,1413466000.00,00,09
340,1413492000.00,16,00
341,1413544750.00,00,05
342,1413570750.00,B0,00
343,1413629000.00,00,09
344,1413655000.00,16,00
345,1413707750.00,00,05
346,1413733750.00,F0,00
347,1413792000.00,00,09
348,1413818000.00,12,00
349,1413870750.00,00,05
350,1413896750.00,98,00
351,1413955000.00,00,09
352,1413981000.00,12,00
353,1414033750.00,00,05
354,1414059750.00,D8,00
355,1414118000.00,00,09
356,1414144000.00,12,00
357,1414196750.00,00,05
358,1414222750.00,B2,00
359,1414281000.00,00,09
360,1414307000.00,52,00
361,1414360000.00,00,05
362,1414386000.00,D2,00
363,1414451750.00,00,09
364,1414477750.00,50,00
365,1414513750.00,00,06
366,1414539000.00,00,60
367,1419405500.00,00,0F
368,1419431500.00,84,00
369,1419479750.00,00,09
370,1419505750.00,36,00
371,1419561000.00,00,05
372,1419587000.00,A2,00
373,1419648000.00,00,09
374,1419674000.00,12,00
375,1419726750.00,00,05
376,1419752750.00,66,00
377,1419813750.00,00,09
378,1419839750.00,12,00
379,1419892500.00,00,05
380,1419918500.00,7E,00
381,1419979500.00,00,09
382,1420005500.00,12,00
383,1420058250.00,00,05
384,1420084250.00,66,00
385,1420145250.00,00,09
386,1420171250.00,52,00
387,1420224250.00,00,05
388,1420250250.00,60,00
389,1420318750.00,00,09
390,1420344750.00,50,00
391,1420380750.00,00,06
392,1420406000.00,00,60
393,1445822250.00,00,29
394,1445848250.00,DC,00
395,1455335000.00,00,29
396,1455361000.00,FE,00
397,1464849750.00,00,29
398,1464875750.00,FE,00
399,1474423250.00,00,29
400,1474449250.00,FE,00
401,1483976000.00,00,29
402,1484002000.00,EE,00
403,1493545500.00,00,29
404,1493571500.00,EE,00
405,1503073500.00,00,29
406,1503099500.00,EE,00
407,1512601500.00,00,29
408,1512627500.00,EE,00
409,1522129500.00,00,29
410,1522155500.00,EE,00
411,1531657500.00,00,29
412,1531683500.00,EE,00
413,1541185500.00,00,29
414,1541211500.00,EE,00
415,1550727500.00,00,29
416,1550753500.00,EE,00
417,1560255500.00,00,29
418,1560281500.00,EE,00
419,1569783500.00,00,29
420,1569809500.00,EE,00
421,1579311500.00,00,29
422,1579337500.00,EE,00
423,1588839500.00,00,29
424,1588865500.00,EE,00
425,1598381500.00,00,29
426,1598407500.00,EE,00
427,1607909500.00,00,29
428,1607935500.00,EE,00
429,1617437500.00,00,29
430,1617463500.00,EE,00
431,1626965500.00,00,29
432,1626991500.00,EE,00
433,1636493500.00,00,29
434,1636519500.00,EE,00
435,1646020750.00,00,29
436,1646046750.00,EE,00
437,1655562500.00,00,29
438,1655588500.00,EE,00
439,1665090500.00,00,29
440,1665116500.00,EE,00
441,1674618500.00,00,29
442,1674644500.00,EE,00
443,1684146500.00,00,29
444,1684172500.00,EE,00
445,1693673750.00,00,29
446,1693699750.00,EE,00
447,1703215500.00,00,29
448,1703241500.00,EE,00
449,1712743500.00,00,29
450,1712769500.00,EE,00
451,1722271500.00,00,29
452,1722297500.00,EE,00
453,1731799500.00,00,29
454,1731825500.00,EE,00
455,1741327500.00,00,29
456,1741353500.00,EE,00
457,1750854750.00,00,29
458,1750880750.00,EE,00
459,1760396500.00,00,29
460,1760422500.00,EE,00
461,1769924500.00,00,29
462,1769950500.00,EE,00
463,1779452500.00,00,29
464,1779478500.00,EE,00
465,1788980500.00,00,29
466,1789006500.00,EE,00
467,1798507750.00,00,29
468,1798533750.00,EE,00
469,1808049500.00,00,29
470,1808075500.00,EE,00
471,1817577500.00,00,29
472,1817603500.00,EE,00
473,1827105500.00,00,29
474,1827131500.00,EE,00
475,1836633500.00,00,29
476,1836659500.00,EE,00
477,1846160250.00,00,29
478,1846186250.00,EE,00
479,1855688250.00,00,29
480,1855714250.00,EE,00
481,1865230000.00,00,29
482,1865256000.00,EE,00
483,1874758000.00,00,29
484,1874784000.00,EE,00
485,1884286000.00,00,29
486,1884312000.00,EE,00
487,1893812750.00,00,29
488,1893838750.00,EE,00
489,1903340750.00,00,29
490,1903366750.00,EE,00
491,1912882500.00,00,29
492,1912908500.00,EE,00
493,1922410500.00,00,29
494,1922436500.00,EE,00
495,1931938500.00,00,29
496,1931964500.00,EE,00
497,1941466500.00,00,29
498,1941492500.00,EE,00
499,1950993250.00,00,29
500,1951019250.00,EE,00
501,1960521250.00,00,29
502,1960547250.00,EE,00
503,1970063000.00,00,29
504,1970089000.00,EE,00
505,1979591000.00,00,29
506,1979617000.00,EE,00
507,1989119000.00,00,29
508,1989145000.00,EE,00
509,1998645750.00,00,29
510,1998671750.00,EE,00
511,2008173700.00,00,29
512,2008199700.00,EC,00
513,2017715450.00,00,29
514,2017741450.00,DC,00
515,2027243450.00,00,29
516,2027269450.00,DC,00
517,2036771450.00,00,29
518,2036797450.00,DC,00
519,2046298200.00,00,29
520,2046324200.00,DC,00
521,2055742950.00,00,29
522,2055768950.00,DC,00
523,2065270950.00,00,29
524,2065296950.00,DC,00
525,2074812700.00,00,29
526,2074838700.00,DC,00
527,2084340700.00,00,29
528,2084366700.00,DC,00
529,2093867950.00,00,29
530,2093893950.00,DC,00
531,2103395950.00,00,29
532,2103421950.00,DC,00
533,2112923950.00,00,29
534,2112949950.00,DC,00
535,2122451950.00,00,29
536,2122477950.00,DC,00
537,2131993700.00,00,29
538,2132019700.00,DC,00
539,2141521700.00,00,29
540,2141547700.00,FE,00
541,2151048950.00,00,29
542,2151074950.00,FE,00
543,2160576950.00,00,29
544,2160602950.00,FE,00
545,2170104950.00,00,29
546,2170130950.00,EE,00
547,2179646700.00,00,29
548,2179672700.00,EE,00
549,2189174700.00,00,29
550,2189200700.00,EE,00
551,2198701950.00,00,29
552,2198727950.00,EE,00
553,2208229950.00,00,29
554,2208255950.00,EE,00
555,2217757950.00,00,29
556,2217783950.00,EE,00
557,2227285950.00,00,29
558,2227311950.00,EE,00
559,2236827700.00,00,29
560,2236853700.00,EE,00
561,2246423450.00,00,29
562,2246449450.00,EE,00
563,2255951450.00,00,29
564,2255977450.00,EE,00
565,2265479450.00,00,29
566,2265505450.00,EE,00
567,2275007450.00,00,29
568,2275033450.00,EE,00
569,2284549200.00,00,29
570,2284575200.00,EE,00
571,2294075950.00,00,29
572,2294101950.00,EE,00
573,2303603950.00,00,29
574,2303629950.00,EE,00
575,2313131950.00,00,29
576,2313157950.00,EE,00
577,2322659950.00,00,29
578,2322685950.00,EE,00
579,2332187950.00,00,29
580,2332213950.00,EE,00
581,2341770450.00,00,29
582,2341796450.00,EE,00
583,2351346450.00,00,29
584,2351372450.00,EE,00
585,2360874450.00,00,29
586,2360900450.00,EE,00
587,2370402450.00,00,29
588,2370428450.00,EE,00
589,2379930450.00,00,29
590,2379956450.00,EE,00
591,2389472200.00,00,29
592,2389498200.00,EE,00
593,2399006950.00,00,29
594,2399032950.00,EE,00
595,2408534950.00,00,29
596,2408560950.00,EE,00
597,2418062950.00,00,29
598,2418088950.00,EE,00
599,2427590950.00,00,29
600,2427616950.00,EE,00
601,2437118950.00,00,29
602,2437144950.00,EE,00
603,2446649450.00,00,29
604,2446675450.00,EE,00
605,2456230700.00,00,29
606,2456256700.00,EE,00
607,2465810450.00,00,29
608,2465836450.00,EE,00
609,2475373200.00,00,29
610,2475399200.00,EE,00
611,2484925950.00,00,29
612,2484951950.00,EE,00
613,2494494450.00,00,29
614,2494520450.00,EE,00
615,2504047200.00,00,29
616,2504073200.00,EE,00
617,2513599950.00,00,29
618,2513625950.00,EE,00
619,2523130700.00,00,29
620,2523156700.00,EE,00
621,2532658700.00,00,29
622,2532684700.00,EE,00
623,2542185950.00,00,29
624,2542211950.00,EE,00
625,2551727700.00,00,29
626,2551753700.00,EE,00
627,2561255700.00,00,29
628,2561281700.00,EE,00
629,2570783700.00,00,29
630,2570809700.00,EE,00
631,2580311700.00,00,29
632,2580337700.00,EE,00
633,2589839700.00,00,29
634,2589865700.00,EE,00
635,2599380700.00,00,29
636,2599406700.00,EE,00
637,2608908700.00,00,29
638,2608934700.00,EE,00
639,2618436700.00,00,29
640,2618462700.00,EE,00
641,2627964700.00,00,29
642,2627990700.00,EE,00
643,2637492700.00,00,29
644,2637518700.00,EE,00
645,2647019950.00,00,29
646,2647045950.00,EE,00
647,2656561700.00,00,29
648,2656587700.00,EE,00
649,2666089700.00,00,29
650,2666115700.00,EE,00
651,2675617700.00,00,29
652,2675643700.00,EE,00
653,2685145700.00,00,29
654,2685171700.00,EE,00
655,2694672950.00,00,29
656,2694698950.00,EE,00
657,2704214700.00,00,29
658,2704240700.00,EE,00
659,2713742700.00,00,29
660,2713768700.00,EE,00
661,2723270700.00,00,29
662,2723296700.00,EE,00
663,2732798700.00,00,29
664,2732824700.00,EE,00
665,2742325950.00,00,29
666,2742351950.00,EE,00
667,2751853950.00,00,29
668,2751879950.00,EE,00
669,2761395650.00,00,29
670,2761421650.00,EE,00
671,2770923650.00,00,29
672,2770949650.00,EC,00
673,2780451650.00,00,29
674,2780477650.00,DC,00
675,2789979650.00,00,29
676,2790005650.00,DC,00
677,2799506900.00,00,29
678,2799532900.00,DC,00
679,2809048650.00,00,29
680,2809074650.00,DC,00
681,2818576650.00,00,29
682,2818602650.00,DC,00
683,2828104650.00,00,29
684,2828130650.00,DC,00
685,2837632650.00,00,29
686,2837658650.00,DC,00
687,2847159400.00,00,29
688,2847185400.00,DC,00
689,2856687400.00,00,29
690,2856713400.00,DC,00
691,2866229150.00,00,29
692,2866255150.00,DC,00
693,2875757150.00,00,29
694,2875783150.00,DC,00
695,2885285150.00,00,29
696,2885311150.00,DC,00
697,2894811900.00,00,29
698,2894837900.00,DC,00
699,2904339900.00,00,29
700,2904365900.00,DC,00
701,2913881650.00,00,29
702,2913907650.00,DC,00
703,2923409650.00,00,29
704,2923435650.00,DC,00
705,2932937650.00,00,29
706,2932963650.00,DE,00
707,2942464400.00,00,29
708,2942490400.00,FE,00
709,2951992400.00,00,29
710,2952018400.00,FE,00
711,2961520400.00,00,29
712,2961546400.00,FE,00
713,2971062150.00,00,29
714,2971088150.00,EE,00
715,2980590150.00,00,29
716,2980616150.00,EE,00
717,2990118150.00,00,29
718,2990144150.00,EE,00
719,2999644900.00,00,29
720,2999670900.00,EE,00
721,3009172900.00,00,29
722,3009198900.00,EE,00
723,3018714650.00,00,29
724,3018740650.00,EE,00
725,3028242650.00,00,29
726,3028268650.00,EE,00
727,3037770650.00,00,29
728,3037796650.00,EE,00
729,3047297400.00,00,29
730,3047323400.00,EE,00
731,3056825400.00,00,29
732,3056851400.00,EE,00
733,3066353400.00,00,29
734,3066379400.00,EE,00
735,3075895150.00,00,29
736,3075921150.00,EE,00
737,3085423150.00,00,29
738,3085449150.00,EE,00
739,3094950400.00,00,29
740,3094976400.00,EE,00
741,3104478400.00,00,29
742,3104504400.00,EE,00
743,3114006400.00,00,29
744,3114032400.00,EE,00
745,3123548150.00,00,29
746,3123574150.00,EE,00
747,3133076150.00,00,29
748,3133102150.00,EE,00
749,3142603400.00,00,29
750,3142629400.00,EE,00
751,3152048150.00,00,29
